Zip;City;Country;Street;StreetType;StreetNo;StreetCodeSupplement;Building;Stairway;Door;Floor;LandRegistryNumber;RecdAt;SN;Brand;Model;Installed
0000;Csanytelek;HU;Csanytelek, Pusztaszeri út 17/b;;;;;;;;;2026.01.29. 15:26;SZ00126022270218;Solplanet;ASW12K-LT-G2;2022.12.01.
0000;unknow;HU;Hunyadi utca, Nagyrábè, Hajdu-Bihar, Hungary;;;;;;;;;2026.01.29. 15:26;SP00066032250141;Solplanet;ASW6K-LT-G2;2024.12.21.
0000;Hajdunanas;HU;103,Magyar utca Hajdunanas, Hajdu-Bihar, Hungary;;;;;;;;;2026.01.29. 15:26;SA250060G2560018;Solplanet;ASW2500-S-G2;2025.11.21.
0000;unknow;HU;Áchim András 54, Vecses, Pest, Hungary;;;;;;;;;2026.01.29. 15:26;SP000560322C0050;Solplanet;ASW5K-LT-G2 Pro;2025.12.18.
6729;Szeged;HU;Óbébai u. 6.;;;;;;;;;2026.01.29. 15:26;SZ00106022230449;Solplanet;ASW10K-LT-G2;2022.08.12.
0000;Tatabanya;HU;Szelim utca, Tatabanya, Komarom-Esztergom, Hungary;;;;;;;;;2026.01.29. 15:26;SZ00086022270257;Solplanet;ASW8K-LT-G2;2022.10.14.
0000;unknow;HU;9086 Pér Fehérvári út HRSZ.:086/13;;;;;;;;;2026.01.29. 15:26;SZ002060221B0070;Solplanet;ASW20K-LT;2023.05.31.
0000;Szombathely;HU;Temesvár utca, Szombathely, Vas, Hungary;;;;;;;;;2026.01.29. 15:26;OE012K60Z2530741;Solplanet;ASW12kH-T3;2025.07.26.
0000;unknow;HU;9086 Pér Fehérvári út HRSZ.:086/13;;;;;;;;;2026.01.29. 15:26;SZ002060221B0067;Solplanet;ASW20K-LT;2023.05.31.
0000;Budapest;HU;Ede utca, Budapest, Hungary;;;;;;;;;2026.01.29. 15:26;SP001260322A0140;Solplanet;ASW12K-LT-G2 Pro;2024.06.05.
0000;unknow;HU;Miskolc, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.29. 15:26;OE800060Z2550012;Solplanet;ASW08kH-T3;2025.12.05.
0000;Erd;HU;2030 Érd, Betonozó utca 31.;;;;;;;;;2026.01.29. 15:26;OE50006022550095;Solplanet;ASW05kH-T2;2026.01.29.
0000;Zirc;HU;Malom utca, Zirc, Vesprem, Hungary;;;;;;;;;2026.01.29. 15:26;SZ001560222A0220;Solplanet;ASW15K-LT-G2;2023.03.07.
0000;Szolnok;HU;Vörösmez?  utca 39,Szolnok, Jasz-Nagykun-Szolnok, Hungary;;;;;;;;;2026.01.29. 15:26;SZ00086022270409;Solplanet;ASW8K-LT-G2;2023.04.15.
0000;unknow;HU;Badacsonyi 22. ÁbrahámhegyVesprem, Hungary;;;;;;;;;2026.01.29. 15:26;SP00106032250320;Solplanet;ASW10K-LT-G2;2023.06.14.
0000;Siofok;HU;8624 Balatonföldvár, Gábor Áron u. 1,;;;;;;;;;2026.01.29. 15:26;SP002060H2460035;Solplanet;ASW20K-LT-G2 Pro;2025.09.02.
0000;Nagykata;HU;Tápióság, Pet?fi Sándor u. 9, 2253 Hungary;;;;;;;;;2026.01.29. 15:26;OE010K60Y2540126;Solplanet;ASW10kH-T2;2025.12.19.
4032;Debrecen;HU;Akadémia utca 36. ;;;;;;;;;2026.01.29. 15:26;OE500060Y2540173;Solplanet;ASW05kH-T2;2023.03.14.
0000;unknow;HU;Kiszombor Csatorna U 22, Csongrad, Hungary;;;;;;;;;2026.01.29. 15:26;SA20006082440015;Solplanet;ASW2000-S-G2;2024.10.01.
0000;Erd;HU;Takács utca, Erd, Pest, Hungary;;;;;;;;;2026.01.29. 15:26;SA25006082440059;Solplanet;ASW2500-S-G2;2025.07.22.
0000;Szeged;HU;Szeged, Csongrad, Hungary;;;;;;;;;2026.01.29. 15:26;PB50006012280078;Solplanet;ASW5000H-S2;2025.11.11.
0000;Kecskemet;HU;Kecskemet,  szélesköz 46Bacs-Kiskun, Hungary;;;;;;;;;2026.01.29. 15:26;OE012K60Z2540474;Solplanet;ASW12kH-T3;2025.12.12.
0000;unknow;HU;Bocska Ady Endre utca 10, Zala, Hungary;;;;;;;;;2026.01.29. 15:26;SP00086032250087;Solplanet;ASW8K-LT-G2;2023.02.23.
0000;unknow;HU;Tavasz utca 19, Pilisszentkereszt, Pest, Hungary;;;;;;;;;2026.01.29. 15:26;SZ001060222A0378;Solplanet;ASW10K-LT-G2;2023.06.30.
0000;Salgotarjan;HU;Szerpentin út, Salgotarjan, Nograd, Hungary;;;;;;;;;2026.01.29. 15:26;SC005060H2470065;Solplanet;ASW50K-LT-G3;2025.09.15.
0000;unknow;HU;Surd, Újtelep utca 17., Zala, Hungary;;;;;;;;;2026.01.29. 15:26;SA250060G2540008;Solplanet;ASW2500-S-G2;2025.12.15.
0000;Devecser;HU;Devecser, Vesprem, Hungary;;;;;;;;;2026.01.29. 15:26;OE60006022560653;Solplanet;ASW06kH-T2;2026.01.22.
0000;1171 Budapest, Lemberg utca 78.;HU;1171 Budapest, Lemberg utca 78;;;;;;;;;2026.01.29. 15:26;SZ00086022250261;Solplanet;ASW8K-LT-G2;2022.10.06.
0000;Cegled;HU;Cegled, Pest, Hungary;;;;;;;;;2026.01.29. 15:26;SP00206032250013;Solplanet;ASW20K-LT-G2;2024.01.18.
0000;Gonc;HU;Gonc, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.29. 15:26;SP002060322C0038;Solplanet;ASW20K-LT-G2 Pro;2024.04.26.
0000;Budapest;HU;Iparvasút utca, Budapest, Hungary;;;;;;;;;2026.01.29. 15:26;OE50006022570096;Solplanet;ASW05kH-T2;2025.11.20.
0000;Szentes;HU;Szentes, Csongrad, Hungary;;;;;;;;;2026.01.29. 15:26;SA200060G2540013;Solplanet;ASW2000-S-G2;2025.12.16.
0000;unknow;HU;Akácos út 61, Kótaj, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.29. 15:26;OE50006022550033;Solplanet;ASW05kH-T2;2026.01.29.
0000;Szarvas;HU;Szarvas, Bekes, Hungary;;;;;;;;;2026.01.29. 15:26;SA250060G2560003;Solplanet;ASW2500-S-G2;2026.01.30.
0000;Pecs;HU;Bittner ALajos utca, Pecs, Baranya, Hungary;;;;;;;;;2026.01.29. 15:26;OE800060Z2540193;Solplanet;ASW08kH-T3;2026.01.30.
0000;Budapest;HU;unknow;;;;;;;;;2026.01.29. 15:26;CA00156012150057;Solplanet;ASW15K-LT;2022.06.20.
0000;unknow;HU;Gomba, Pest, Hungary;;;;;;;;;2026.01.29. 15:26;SP00206032270325;Solplanet;ASW20K-LT-G2 Pro;2023.09.04.
0000;unknow;HU;Kék Esze Tamás utca 17.;;;;;;;;;2026.01.29. 15:26;OE010K60Z2530913;Solplanet;ASW10kH-T3;2026.01.29.
0000;unknow;HU;Eger, Heves, Hungary;;;;;;;;;2026.01.29. 15:26;OE500060Y2530059;Solplanet;ASW05kH-T2;2026.01.29.
8956;Kishajmás, Sz?l?hegy, 7391, Baranya County, Hungary;HU;Kishajmás, Sz?l?hegy, 7391, Baranya County, Hungary;;;;;;;;;2026.01.29. 14:00;A112500102930008;Solinteg;MHT-4K-25;2026.01.29.
0000;unknow;HU;Budapest, Váci út 82, 1044 Hungary;;;;;;;;;2026.01.29. 05:03;SP00206032250037;Solplanet;ASW20K-LT-G2;2024.08.13.
0000;unknow;HU;Budapest, Váci út 82, 1044 Hungary;;;;;;;;;2026.01.29. 05:03;TA00306092450012;Solplanet;ASW 30K-LT-G3;2024.08.13.
0000;unknow;HU;Debrecen, Hajdu-Bihar, Hungary;;;;;;;;;2026.01.29. 05:03;SC00506092460180;Solplanet;ASW50K-LT-G3;2025.01.27.
0000;Dunakeszi;HU;Göd Mikes Kelemen u 12;;;;;;;;;2026.01.28. 20:14;ST50006012260585;Solplanet;ASW5-T;2022.11.04.
0000;Hajduszoboszlo;HU;Nádudvar Petri-Derzs utca 6-10, Hajdu-Bihar, Hungary;;;;;;;;;2026.01.28. 20:14;HT00506022270013;Solplanet;ASW50K-LT-G2;2023.06.01.
0000;unknow;HU;Kossuth Lajos utca 11, Bánd, Hungary;;;;;;;;;2026.01.28. 20:14;ST50006012260052;Solplanet;ASW5-T;2023.10.31.
0000;Kecskemet;HU;Matkói út, Kecskemet, Bacs-Kiskun, Hungary;;;;;;;;;2026.01.28. 20:14;SP00156092430005;Solplanet;ASW15K-LT-G2 Pro;2024.09.19.
0000;Gyor;HU;Ménf?csanak;;;;;;;;;2026.01.28. 20:14;SZ00106022270057;Solplanet;ASW10K-LT-G2;2024.12.14.
0000;unknow;HU;Duna utca, Erd, Pest, Hungary;;;;;;;;;2026.01.28. 20:14;HT00506022280184;Solplanet;ASW50K-LT-G2;2022.11.28.
0000;unknow;HU;Gardony, Fejer, Hungary;;;;;;;;;2026.01.28. 20:14;SP00126032270311;Solplanet;ASW12K-LT-G2 Pro;2023.11.07.
0000;Dunaujvaros;HU;Rácalmás, József Attila u. 45, 2459 Hungary;;;;;;;;;2026.01.28. 20:14;ST30006012180061;Solplanet;ASW3K-LT;2024.02.08.
0000;Tab;HU;Pet?fi Sándor utca, Tab, Somogy, Hungary;;;;;;;;;2026.01.28. 20:14;OE50006022550070;Solplanet;ASW05kH-T2;2025.11.14.
0000;Siofok;HU;Sziget utca, Siofok, Somogy, Hungary;;;;;;;;;2026.01.28. 20:14;OE50006022550009;Solplanet;ASW05kH-T2;2025.12.13.
0000;unknow;HU;Szarvaskend, F? út 38;;;;;;;;;2026.01.28. 20:14;OE800060Z2540132;Solplanet;ASW08kH-T3;2026.01.28.
0000;Miskolc;HU;  Dózsa György 31útja, felsozsolca, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;ST50006012260700;Solplanet;ASW5-T;2024.03.26.
0000;Erd;HU;Piroska utca 12/2, Erd, Pest, Hungary;;;;;;;;;2026.01.28. 20:14;SZ00206022260004;Solplanet;ASW20K-LT-G2;2022.11.10.
0000;unknow;HU;Hársfa utca 37, Ecséd, Heves, Hungary;;;;;;;;;2026.01.28. 20:14;SP00106032270151;Solplanet;ASW10K-LT-G2 Pro;2023.05.10.
0000;Szentes;HU; Ady Endre utca 5, Nagymágocs, Csongrad, Hungary;;;;;;;;;2026.01.28. 20:14;SP000460322B0286;Solplanet;ASW4K-LT-G2 Pro;2024.03.26.
0000;Erd;HU;Törökbálint, Pest, Hungary;;;;;;;;;2026.01.28. 20:14;SP00156032270170;Solplanet;ASW15K-LT-G2 Pro;2024.04.09.
0000;unknow;HU;Boldogk?váralja, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;SA25006082460050;Solplanet;ASW2500-S-G2;2025.07.25.
0000;Balassagyarmat;HU;Hugyag Kossuth ut 6;;;;;;;;;2026.01.28. 20:14;SA250060G2560036;Solplanet;ASW2500-S-G2;2025.10.11.
0000;Sarvar;HU;Ifjúság utca 26, Ikervár, Vas, Hungary;;;;;;;;;2026.01.28. 20:14;SA250060G2560004;Solplanet;ASW2500-S-G2;2026.01.06.
0000;Fehergyarmat;HU;Táncsics Mihály utca, Fehergyarmat, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 20:14;SZ002060221B0012;Solplanet;ASW20K-LT;2026.01.20.
0000;unknow;HU;Aszod, Pest, Hungary;;;;;;;;;2026.01.28. 20:14;SZ00086022230395;Solplanet;ASW8K-LT-G2;2026.01.28.
0000;unknow;HU;Robogó utca 47, Budapest, Hungary;;;;;;;;;2026.01.28. 20:14;SA200060G2550046;Solplanet;ASW2000-S-G2;2026.01.28.
0000;unknow;HU;F? utca 43, Szatta,Vas, Hungary;;;;;;;;;2026.01.28. 20:14;SZ001060222A0443;Solplanet;ASW10K-LT-G2;2023.01.30.
0000;Kazincbarcika;HU;Alacskai út 36/A, Kazincbarcika, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;ST50006012260762;Solplanet;ASW5-T;2024.07.24.
0000;Tiszaujvaros;HU;Tiszaujvaros, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;ST30006012270784;Solplanet;ASW3-T;2024.08.16.
0000;unknow;HU;Arany János utca, Kiskoros District, Bacs-Kiskun, Hungary;;;;;;;;;2026.01.28. 20:14;SP001060322B1637;Solplanet;ASW10K-LT-G2 Pro;2024.09.30.
0000;Fehergyarmat;HU;Dénesikert utca, Fehergyarmat, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 20:14;SZ00126022240054;Solplanet;ASW12K-LT-G2;2025.03.02.
0000;unknow;HU;Martonvasar, Fejer, Hungary;;;;;;;;;2026.01.28. 20:14;OE012K60Z2540517;Solplanet;ASW12kH-T3;2026.01.28.
0000;Oroshaza;HU;Orosháza;;;;;;;;;2026.01.28. 20:14;SA250060G2540007;Solplanet;ASW2500-S-G2;2026.01.29.
0000;Nagykallo;HU;Biri f? út 4, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 20:14;OE010K6022540143;Solplanet;ASW10kH-T2;2026.01.29.
0000;unknow;HU;4935 Gelénes Kossuth út 76Vasarosnameny, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 20:14;SP00046092430066;Solplanet;ASW4K-LT-G2 Pro;2024.09.02.
0000;unknow;HU;Arany János út, Sarospatak, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;SA25006082460065;Solplanet;ASW2500-S-G2;2025.04.24.
0000;Gyongyos;HU;3231 Gyöngyössolymos Virág út 99.;;;;;;;;;2026.01.28. 20:14;ST50006012410018;Solplanet;ASW5000-T;2025.09.04.
0000;unknow;HU;4241 Hajdúszovát Hunyadi Mágyás utca 37 Hungary;;;;;;;;;2026.01.28. 20:14;SA250060G2560002;Solplanet;ASW2500-S-G2;2026.01.28.
0000;unknow;HU;Homok köz 3., Ruzsa, Csongrad, Hungary;;;;;;;;;2026.01.28. 20:14;SZ00086022230154;Solplanet;ASW8K-LT-G2;2023.01.03.
0000;Szentendre;HU;F? utca, Visegrád , Pest, Hungary;;;;;;;;;2026.01.28. 20:14;SP00086032260795;Solplanet;ASW8K-LT-G2 Pro;2023.08.04.
0000;Baktaloranthaza;HU;Vasút utca, Baktaloranthaza, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 20:14;HT00366022250008;Solplanet;ASW36K-LT-G2;2023.09.02.
0000;Dombovar;HU;Dombovar, Tolna, Hungary;;;;;;;;;2026.01.28. 20:14;SZ002060222B0180;Solplanet;ASW 20K LT-G2;2024.04.04.
0000;Mako;HU;Mako, Kálvária utca 16;;;;;;;;;2026.01.28. 20:14;SP00086032260213;Solplanet;ASW8K-LT-G2 Pro;2024.05.06.
0000;Kazincbarcika;HU;Kazincbarcika, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;SZ00106022270123;Solplanet;ASW10K-LT-G2;2026.01.29.
0000;unknow;HU;Becsei út 45, Rackeve, Pest, Hungary;;;;;;;;;2026.01.28. 20:14;SP00106032260407;Solplanet;ASW10K-LT-G2 Pro;2026.01.28.
0000;unknow;HU;Balatonmáriafürd?,  Ibolya utca 14, Somogy, Hungary;;;;;;;;;2026.01.28. 20:14;SA200060G2550029;Solplanet;ASW2000-S-G2;2026.01.28.
0000;Szentes;HU;unknow;;;;;;;;;2026.01.28. 20:14;SZ00106022270131;Solplanet;ASW10K-LT-G2;2022.11.30.
0000;Kazincbarcika;HU;Kossuth Lajos utca, Kazincbarcika, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.28. 20:14;SP00086032270461;Solplanet;ASW8K-LT-G2 Pro;2023.05.22.
0000;Petervasara;HU;Bükkszék, Heves, Hungary;;;;;;;;;2026.01.28. 20:14;SP00036032450010;Solplanet;ASW3K-LT-G2 Pro;2023.09.04.
0000;unknow;HU;Esztergom, Komarom-Esztergom, Hungary;;;;;;;;;2026.01.28. 20:14;ST30006012280274;Solplanet;ASW3-T;2023.12.20.
0000;unknow;HU;3641 Nagybarca, Aradi utca 142;;;;;;;;;2026.01.28. 20:14;SP000860322B0073;Solplanet;ASW8K-LT-G2 Pro;2024.02.09.
0000;unknow;HU;Dabas Rákoczi út 103;;;;;;;;;2026.01.28. 20:14;OE800060Y2540141;Solplanet;ASW08kH-T2;2025.08.06.
0000;Sarbogard;HU;Kuruc hegy utca, Sarbogard, Fejer, Hungary;;;;;;;;;2026.01.28. 20:14;SP00066032270635;Solplanet;ASW6K-LT-G2 Pro;2025.11.19.
0000;Szekesfehervar;HU;Szekesfehervar, Fejer, Hungary;;;;;;;;;2026.01.28. 20:14;OE80006022550152;Solplanet;ASW08kH-T2;2026.01.29.
0000;Martonvasar;HU;Baracska, Széchenyi utca 49;;;;;;;;;2026.01.28. 20:14;SA25006082460079;Solplanet;ASW2500-S-G2;2025.09.05.
8956;Letenye, József Attila utca 57, 8868, Zala vármegye, Magyarország;HU;Letenye, József Attila utca 57, 8868, Zala vármegye, Magyarország;;;;;;;;;2026.01.28. 18:30;A112500101430049;Solinteg;MHT-10K-25;2026.01.28.
8956;Zsombó, Márták D?l? 23, 6792, Csongrád-Csanád, Hungary;HU;Zsombó, Márták D?l? 23, 6792, Csongrád-Csanád, Hungary;;;;;;;;;2026.01.28. 17:00;A112500139730096;Solinteg;MHT-20K-40;2026.01.28.
8956;Farád, Hunyadi Utca 12, 9321, Gy?r-Moson-Sopron, Hungary;HU;Farád, Hunyadi Utca 12, 9321, Gy?r-Moson-Sopron, Hungary;;;;;;;;;2026.01.28. 16:30;A112500114730044;Solinteg;MHT-10K-25;2026.01.28.
8956;Székesfehérvár, Kisteleki Utca 96, 8000, Fejér, Hungary;HU;Székesfehérvár, Kisteleki Utca 96, 8000, Fejér, Hungary;;;;;;;;;2026.01.28. 16:00;A112500103130052;Solinteg;MHT-12K-25;2026.01.28.
8956;Fót, Arany János utca 14, 2151, Pest vármegye, Magyarország;HU;Fót, Arany János utca 14, 2151, Pest vármegye, Magyarország;;;;;;;;;2026.01.28. 15:00;A11220010423005B;Solinteg;MHT-12K-25;2026.01.28.
8956;Zsombó, Márták D?l? 23, 6792, Csongrád-Csanád, Hungary;HU;Zsombó, Márták D?l? 23, 6792, Csongrád-Csanád, Hungary;;;;;;;;;2026.01.28. 15:00;A112500139930096;Solinteg;MHT-20K-40;2026.01.28.
8956;Budapest, Zulejka Utca 8, 1126, Hungary;HU;Budapest, Zulejka Utca 8, 1126, Hungary;;;;;;;;;2026.01.28. 12:00;A112500112430046;Solinteg;MHT-10K-25;2026.01.28.
0000;unknow;HU;Csalogány utca, Budakeszi, Pest, Hungary;;;;;;;;;2026.01.28. 09:22;TA00306092430008;Solplanet;ASW 30K-LT-G3;2024.10.14.
0000;unknow;HU;Meder utca 9, Eger, Heves, Hungary;;;;;;;;;2026.01.28. 09:22;SA20006082430037;Solplanet;ASW2000-S-G2;2025.10.21.
0000;Pecs;HU;Pecs, Baranya, Hungary;;;;;;;;;2026.01.28. 09:22;SA20006082460029;Solplanet;ASW2000-S-G2;2025.04.24.
0000;unknow;HU;Mateszalka, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 09:22;SC00506092460048;Solplanet;ASW50K-LT-G3;2025.05.29.
0000;unknow;HU;Seregélyes;;;;;;;;;2026.01.28. 09:22;SC005060H2550075;Solplanet;ASW50K-LT-G3;2025.07.14.
0000;Szolnok;HU;Martf?, Munkácsy út 94.;;;;;;;;;2026.01.28. 09:22;SA20006082430020;Solplanet;ASW2000-S-G2;2023.10.21.
0000;unknow;HU;Pecs, Baranya, Hungary;;;;;;;;;2026.01.28. 09:22;SA20006082430033;Solplanet;ASW2000-S-G2;2024.10.21.
0000;unknow;HU;Csenger, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.28. 09:22;HT005060221B0016;Solplanet;ASW50K-LT-G2;2025.05.26.
3846;Hernádkércs;HU;Rákóczi út 14;;;;;;;;;2026.01.28. 09:22;SX00066011850007;Solplanet;TLC6000;2019.05.21.
0000;Szeged;HU;unknow;;;;;;;;;2026.01.28. 09:22;ST50006012230056;Solplanet;ASW5-T;2022.06.23.
0000;Pecs;HU;Vadász utca, Pecs, Baranya, Hungary;;;;;;;;;2026.01.28. 09:22;ST50006012260144;Solplanet;ASW5-T;2022.09.16.
0000;Vac;HU;2162, ?rbottyán, Fürd? u. 6.;;;;;;;;;2026.01.28. 09:22;SP000460322B0197;Solplanet;ASW4K-LT-G2 Pro;2023.04.18.
0000;unknow;HU;Vajta, Alkotmány u. 20, 7041 Hungary;;;;;;;;;2026.01.28. 09:22;ST40006012230025;Solplanet;ASW4-T;2023.09.29.
0000;unknow;HU;Gyöngyösfalu Alkotmány utca 39.Vas, Hungary;;;;;;;;;2026.01.28. 09:22;SZ001360222B0041;Solplanet;ASW 13K-LT-G2;2024.05.30.
0000;unknow;HU;Kossuth Lajos utca, Budakeszi, Pest, Hungary;;;;;;;;;2026.01.28. 09:22;SP00046032440086;Solplanet;ASW4K-LT-G2 Pro;2024.09.02.
0000;unknow;HU;Szabadhegy utca, Nagykanizsa, Zala, Hungary;;;;;;;;;2026.01.28. 09:22;SA200060G2550024;Solplanet;ASW2000-S-G2;2025.11.20.
0000;Mályi;HU;unknow;;;;;;;;;2026.01.28. 09:22;ST60006012190066;Solplanet;ASW6K-LT;2022.06.28.
0000;Budapest;HU;1213 Budapest, Szent István út 220/a;;;;;;;;;2026.01.28. 09:22;OE500060U2440113;Solplanet;ASW05kH-T2;2024.05.24.
0000;Dunaujvaros;HU;Rákóczi Ferenc 43/B, Perkáta , Fejer, Hungary;;;;;;;;;2026.01.28. 09:22;EP010K60Y2560081;Solplanet;ASW10kH-T2-DG;2026.01.20.
0000;Bacsalmas;HU;Arany János utca, Bacsalmas, Bacs-Kiskun, Hungary;;;;;;;;;2026.01.27. 19:41;ST40006012270228;Solplanet;ASW4-T;2023.06.20.
0000;Erd;HU;Fügefa u. 3. Erd, Pest, Hungary;;;;;;;;;2026.01.27. 19:41;ST60006012270226;Solplanet;ASW6-T;2023.07.20.
0000;Kétsoprony;HU;unknow;;;;;;;;;2026.01.27. 17:56;SZ00106022210535;Solplanet;ASW10K-LT-G2;2022.07.22.
0000;unknow;HU;Budakeszi, Pest, Hungary;;;;;;;;;2026.01.27. 17:56;CA00156012270284;Solplanet;ASW15K-LT;2024.02.27.
0000;Mezokovesd;HU;Mezokovesd, Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.27. 17:56;SP001060322A1077;Solplanet;ASW10K-LT-G2 Pro;2024.08.09.
0000;Debrecen;HU;Debrecen, Böszörményi u. 210/B/1;;;;;;;;;2026.01.27. 17:56;SA200060G2540003;Solplanet;ASW2000-S-G2;2025.11.12.
0000;Miskolc;HU;MálI vezér utca 6 Borsod-Abauj-Zemplen, Hungary;;;;;;;;;2026.01.27. 17:56;SC005060H2540119;Solplanet;ASW50K-LT-G3;2025.12.03.
0000;unknow;HU;Kisörsi utca, Tapolca, Vesprem, Hungary;;;;;;;;;2026.01.27. 17:56;SP00056032260035;Solplanet;ASW5K-LT-G2;2026.01.26.
0000;unknow;HU;Kisörsi utca, Tapolca, Vesprem, Hungary;;;;;;;;;2026.01.27. 17:56;SP00066032270055;Solplanet;ASW6K-LT-G2 Pro;2026.01.26.
0000;unknow;HU;Kisörsi utca, Tapolca, Vesprem, Hungary;;;;;;;;;2026.01.27. 17:56;SP001560322C0204;Solplanet;ASW15K-LT-G2 Pro;2026.01.26.
0000;Erd;HU;unknow;;;;;;;;;2026.01.27. 17:56;SZ00106022230650;Solplanet;ASW10K-LT-G2;2022.08.16.
0000;Dunaujvaros;HU;Rácalmás, Martinász u. 52, 2459 Hungary;;;;;;;;;2026.01.27. 17:56;SP00106032260356;Solplanet;ASW10K-LT-G2 Pro;2023.05.27.
0000;Kecskemet;HU;Kecskemet, Bacs-Kiskun, Hungary;;;;;;;;;2026.01.27. 17:56;SP001260322A0241;Solplanet;ASW12K-LT-G2 Pro;2023.06.12.
0000;unknow;HU;Széchenyi tér, Hodmezovasarhely, Csongrad, Hungary;;;;;;;;;2026.01.27. 17:56;SA200060G2550017;Solplanet;ASW2000-S-G2;2025.12.12.
0000;unknow;HU;Mátyás körút, Hajduboszormeny, Hajdu-Bihar, Hungary;;;;;;;;;2026.01.27. 17:56;SP000560322C0199;Solplanet;ASW5K-LT-G2 Pro;2026.01.26.
0000;Szeged;HU;Katona József utca, Szeged, Csongrad, Hungary;;;;;;;;;2026.01.27. 17:56;SA200060G2540002;Solplanet;ASW2000-S-G2;2026.01.27.
0000;Szigetszentmiklos;HU;Halásztelek ;;;;;;;;;2026.01.27. 17:56;SA25006082460004;Solplanet;ASW2500-S-G2;2026.01.27.
0000;Kiskunfélegyhaza;HU;unknow;;;;;;;;;2026.01.27. 17:56;SZ00086022250208;Solplanet;ASW8K-LT-G2;2022.12.15.
0000;unknow;HU;Domaszék, Juhász Gyula U 29, Csongrad, Hungary;;;;;;;;;2026.01.27. 17:56;ST30006012170095;Solplanet;ASW3K-LT;2022.12.22.
0000;unknow;HU;Tamasi, Tolna, Hungary;;;;;;;;;2026.01.27. 17:56;ST50006012410026;Solplanet;ASW5000-T;2024.06.24.
0000;unknow;HU;Gyal, Pest, Erd?alja u . 33;;;;;;;;;2026.01.27. 17:56;SA25006082440022;Solplanet;ASW2500-S-G2;2025.05.14.
0000;Kalocsa;HU;Szabadság utca, Kalocsa, Bacs-Kiskun, Hungary;;;;;;;;;2026.01.27. 17:56;SA20006082430015;Solplanet;ASW2000-S-G2;2025.08.15.
0000;unknow;HU;Budakalász , Pest, Hungary;;;;;;;;;2026.01.27. 17:56;SA250060G2560022;Solplanet;ASW2500-S-G2;2026.01.26.
0000;unknow;HU;Tiszaföldvár, Döbrei János út 157.;;;;;;;;;2026.01.27. 17:56;SZ00136022280092;Solplanet;ASW13K-LT-G2;2024.01.22.
0000;unknow;HU;Hevesi Sándor utca, Nagykanizsa, Zala, Hungary;;;;;;;;;2026.01.27. 17:56;TA00306032270266;Solplanet;ASW30K-LT-G3;2024.01.31.
0000;unknow;HU;1115 Budapest, Ecsed utca 18;;;;;;;;;2026.01.27. 17:56;OE800060Z2550013;Solplanet;ASW08kH-T3;2026.01.26.
0000;Monor;HU;Nyáregyháza, Temesvári út 10, 2723 Hungary;;;;;;;;;2026.01.27. 17:56;SZ00206022270030;Solplanet;ASW20K-LT-G2;2023.05.25.
0000;Csongrad;HU;Csongrad, Hungary;;;;;;;;;2026.01.27. 17:56;SZ001060222A0210;Solplanet;ASW10K-LT-G2;2025.07.11.
0000;Mezokovesd;HU;3423 Tibolddaróc Mikes Kelemen u. 1;;;;;;;;;2026.01.27. 17:56;SA400060G2560067;Solplanet;ASW4000-S-G2;2025.11.01.
0000;Bokod;HU;unknow;;;;;;;;;2026.01.27. 17:56;ST00106012170105;Solplanet;ASW10K-LT;2022.07.12.
0000;unknow;HU;Vasvári utca 2/A, Baktaloranthaza, Szabolcs-Szatmar-Bereg, Hungary;;;;;;;;;2026.01.27. 17:56;SA200060823C0012;Solplanet;ASW2000-S-G2;2024.09.06.
0000;Dunaujvaros;HU;2427 Baracs Vasút utca 7;;;;;;;;;2026.01.27. 17:56;SA20006082430022;Solplanet;ASW2000-S-G2;2022.10.31.
0000;Oroszlany;HU;Oroszlány;;;;;;;;;2026.01.27. 17:56;SA25006082460089;Solplanet;ASW2500-S-G2;2025.08.31.
0000;Gyor;HU;Nagybajcs, Kossuth Lajos út, 57;;;;;;;;;2026.01.27. 17:56;PB30006012570105;Solplanet;ASW3000H-S2;2025.11.14.
